date,partner,imports,exports,trade_balance,container_throughput,scenario
2010-02-21,China,604.413514802179,180.0486338675095,-424.3648809346695,78.44621486696884,high_inflation
2010-02-22,China,604.0851713707108,180.17328381905114,-423.9118875516597,78.42584551897619,high_inflation
2010-02-23,China,603.8089066755047,180.28252035306969,-423.526386322435,78.40914270285744,high_inflation
2010-02-24,China,604.2730393852966,180.17083000501273,-424.10220938028385,78.44438693903093,high_inflation
2010-02-25,China,604.3556705253654,180.17297592893632,-424.1826945964291,78.45286464543018,high_inflation
2010-02-26,China,604.2194420813031,180.24038584244033,-423.97905623886277,78.44598279237435,high_inflation
2010-02-27,China,604.4752332148912,180.19089312373023,-424.28434009116097,78.46661263386216,high_inflation
2010-02-28,China,605.3743227180513,179.95001753419984,-425.42430518385146,78.53243402522513,high_inflation
2010-03-01,China,604.9729055660699,180.0961793543381,-424.8767262117318,78.50690849204081,high_inflation
2010-03-02,China,605.6806575553782,179.91246300716836,-425.7681945482098,78.55931205625467,high_inflation
2010-03-03,China,605.8454943769142,179.89023764829147,-425.9552567286227,78.57357320252056,high_inflation
2010-03-04,China,606.856639314672,179.61718639759764,-427.23945291707435,78.64738257122696,high_inflation
2010-03-05,China,607.4876027987087,179.45728408402223,-428.0303187146865,78.69448868827311,high_inflation
2010-03-06,China,607.4017105907981,179.50932257542576,-427.8923880153723,78.69110331662239,high_inflation
2010-03-07,China,606.6729114512731,179.75166337747416,-426.9212480737989,78.64245748287473,high_inflation
2010-03-08,China,607.25489179015,179.60606471490925,-427.6488270752408,78.68609565050593,high_inflation
2010-03-09,China,607.5106841042941,179.5571036940623,-427.9535804102318,78.70677877983564,high_inflation
2010-03-10,China,608.0422348925188,179.4267753483966,-428.61545954412213,78.74690102409154,high_inflation
2010-03-11,China,607.6683505694314,179.56383121706477,-428.1045193523666,78.72321817864962,high_inflation
2010-03-12,China,606.5251827629056,179.92898063927424,-426.5962021236314,78.64541634021799,high_inflation
2010-03-13,China,605.9980492359908,180.11222941548593,-425.88581982050493,78.61102786514768,high_inflation
2010-03-14,China,606.8498440030788,179.88611783395217,-426.96372616912663,78.67359618370311,high_inflation
2010-03-15,China,607.1066449246915,179.8367179948973,-427.2699269297942,78.69433629195889,high_inflation
2010-03-16,China,606.5444459653801,180.03012350796845,-426.5143224574116,78.65745694733486,high_inflation
2010-03-17,China,606.0670721894822,180.198665509942,-425.86840667954027,78.62657376994242,high_inflation
2010-03-18,China,606.8184569058686,180.00224539416396,-426.81621151170464,78.68207023000326,high_inflation
2010-03-19,China,606.5228180851078,180.1167075296044,-426.4061105555034,78.66395256147123,high_inflation
2010-03-20,China,608.5520647683694,179.54273542037228,-429.0093293479971,78.80948001887418,high_inflation
2010-03-21,China,607.9869529089525,179.7362792479659,-428.2506736609866,78.77232321569184,high_inflation
2010-03-22,China,607.9279016898054,179.78040473233312,-428.14749695747224,78.77083064221387,high_inflation
2010-03-23,China,608.1499047823191,179.74143528556223,-428.4084694967569,78.78913400678815,high_inflation
2010-03-24,China,609.1534928713852,179.4719256279282,-429.68156724345704,78.86254184993135,high_inflation
2010-03-25,China,609.1182905570458,179.50891764658405,-429.6093729104618,78.862720820363,high_inflation
2010-03-26,China,608.825203292069,179.62196740066742,-429.20323589140156,78.84471706927364,high_inflation
2010-03-27,China,608.5146450701452,179.74028815920732,-428.77435691093785,78.82549332293526,high_inflation
2010-03-28,China,607.7768417689634,179.9851656818059,-427.7916760871575,78.77620074507695,high_inflation
2010-03-29,China,607.9722428552091,179.95399597959326,-428.0182468756158,78.79262388348025,high_inflation
2010-03-30,China,607.0714175935284,180.2477458700389,-426.8236717234895,78.73191634635674,high_inflation
2010-03-31,China,608.4631862398861,179.86211525849194,-428.6010709813942,78.83253014983781,high_inflation
2010-04-01,China,608.2694544704949,179.94607017337083,-428.3233842971241,78.82155246438657,high_inflation
2010-04-02,China,607.8272667055874,180.10366960010293,-427.72359710548443,78.79309363056903,high_inflation
2010-04-03,China,609.1357235293119,179.74343211113975,-429.39229141817214,78.88791556404517,high_inflation
2010-04-04,China,609.3892149942227,179.69528882367263,-429.69392617055007,78.90845038178954,high_inflation
2010-04-05,China,609.5155866240526,179.6846543343609,-429.8309322896917,78.92002409584137,high_inflation
2010-04-06,China,610.4606827006825,179.43305469348098,-431.0276280072015,78.98937373941635,high_inflation
2010-04-07,China,611.0639324519551,179.28247421629828,-431.7814582356568,79.03464066682534,high_inflation
2010-04-08,China,610.8764218589055,179.36407350893626,-431.5123483499692,79.02404953678418,high_inflation
2010-04-09,China,611.1978194119225,179.2963108658324,-431.9015085460901,79.0494130277755,high_inflation
2010-04-10,China,609.9197450290493,179.6986357491576,-430.2211092798917,78.96183807782069,high_inflation
2010-04-11,China,610.7153165667331,179.49112469718852,-431.2241918695446,79.02064412639217,high_inflation
2010-04-12,China,610.5867314855888,179.5555117772673,-431.0312197083215,79.01422432628561,high_inflation
2010-04-13,China,610.3148307233221,179.66210654927806,-430.652724174044,78.99769372726001,high_inflation
2010-04-14,China,610.7237194520413,179.56840518311867,-431.15531426892267,79.029212463516,high_inflation
2010-04-15,China,610.8483061391919,179.55836243535856,-431.28994370383333,79.04066685745505,high_inflation
2010-04-16,China,611.3435889567259,179.43945408015773,-431.90413487656815,79.07830430368836,high_inflation
2010-04-17,China,610.0389981681302,179.84981217933137,-430.18918598879884,78.98888103474616,high_inflation
2010-04-18,China,609.3248697495799,180.08724926373446,-429.2376204858454,78.94121190133144,high_inflation
2010-04-19,China,608.4136654413921,180.38365583704908,-428.03000960434304,78.87973212784414,high_inflation
2010-04-20,China,608.6441551676037,180.34203221657015,-428.30212295103354,78.89861873841738,high_inflation
2010-04-21,China,609.3220330315412,180.16805821607124,-429.15397481546995,78.94900912476125,high_inflation
2010-04-22,China,609.7430399595863,180.07030023747456,-429.67273972211177,78.98133401970608,high_inflation
2010-04-23,China,610.7587402797425,179.79744023045947,-430.961300049283,79.0556180510202,high_inflation
2010-04-24,China,611.1878092970051,179.6978004653299,-431.49000883167514,79.08856097623351,high_inflation
2010-04-25,China,611.4722000781622,179.6407963646504,-431.8314037135118,79.11129964428127,high_inflation
2010-04-26,China,611.5043635934193,179.65791998615236,-431.8464436072669,79.11622835795717,high_inflation
2010-04-27,China,612.4602337357449,179.40405939170688,-433.05617434403797,79.18642931274518,high_inflation
2010-04-28,China,612.8170153890578,179.3261293091343,-433.4908860799235,79.21431446981921,high_inflation
2010-04-29,China,612.4948508595994,179.44698712213838,-433.04786373746106,79.19418379817378,high_inflation
2010-04-30,China,612.3304308449066,179.5217147819279,-432.80871606297865,79.18521456268346,high_inflation
2010-05-01,China,612.5564339754211,179.48201549781547,-433.0744184776056,79.20384494732366,high_inflation
2010-05-02,China,612.6040879192966,179.4945888150043,-433.1094991042923,79.2098676734301,high_inflation
2010-05-03,China,612.0540017922078,179.68247100845898,-432.3715307837489,79.17364728006669,high_inflation
2010-05-04,China,612.2093767069441,179.66342440429324,-432.5459523026509,79.18728011112374,high_inflation
2010-05-05,China,612.5757492306454,179.58251191378534,-432.99323731686013,79.21582611444308,high_inflation
2010-05-06,China,612.3033428257148,179.6889611333044,-432.61438169241046,79.19923039590192,high_inflation
2010-05-07,China,611.6483702037251,179.90796312335033,-431.7404070803748,79.15563333270755,high_inflation
2010-05-08,China,611.3959672868681,180.0088326612568,-431.3871346256113,79.1404799948125,high_inflation
2010-05-09,China,612.0767350544784,179.8351923360146,-432.2415427184638,79.19119273904931,high_inflation
2010-05-10,China,612.8691161449832,179.62922025991713,-433.23989588506606,79.24983364049004,high_inflation
2010-05-11,China,612.8942592018445,179.6483895170666,-433.245869684778,79.25426487189111,high_inflation
2010-05-12,China,612.4740688541477,179.79819626489842,-432.6758725892493,79.22722651190462,high_inflation
2010-05-13,China,611.9668223771828,179.9738092239598,-431.993013153223,79.19406316011425,high_inflation
2010-05-14,China,612.6799693259225,179.7908762053622,-432.88909312056023,79.24708455312847,high_inflation
2010-05-15,China,612.0684683619145,179.99708147665856,-432.07138688525595,79.2065549838573,high_inflation
2010-05-16,China,611.9656547754074,180.0539092895597,-431.91174548584775,79.20195640649672,high_inflation
2010-05-17,China,611.8492692182082,180.11475315164893,-431.73451606655925,79.1964022369857,high_inflation
2010-05-18,China,613.1360149367234,179.76329897110895,-433.3727159656145,79.28993139078324,high_inflation
2010-05-19,China,612.9361922341052,179.84845389332833,-433.08773834077687,79.27846461274335,high_inflation
2010-05-20,China,613.2387573420057,179.78625781213623,-433.45249952986944,79.30250151541419,high_inflation
2010-05-21,China,614.1553680382933,179.5444328251768,-434.6109352131165,79.36998008634703,high_inflation
2010-05-22,China,613.9010545893755,179.64532454110562,-434.2557300482698,79.35463791304812,high_inflation
2010-05-23,China,613.6938552915018,179.732502252411,-433.9613530390908,79.34263575439128,high_inflation
2010-05-24,China,613.6243823723271,179.77938053306067,-433.8450018392664,79.34037629053879,high_inflation
2010-05-25,China,613.1869026414851,179.93419470599704,-433.25270793548805,79.31210973474822,high_inflation
2010-05-26,China,614.4006345848599,179.60523896199413,-434.7953956228657,79.4005873546854,high_inflation
2010-05-27,China,615.1606043000143,179.4098229913898,-435.7507813086245,79.45704272914041,high_inflation
2010-05-28,China,615.5928389406848,179.31030310259692,-436.28253583808794,79.49031420432817,high_inflation
2010-05-29,China,616.0350237870466,179.2080299961625,-436.8269937908841,79.52430537832092,high_inflation
2010-05-30,China,615.8290303896374,179.2944196032824,-436.534610786355,79.512344999292,high_inflation
2010-05-31,China,617.4115656832279,178.86123511013054,-438.5503305730973,79.62728007933585,high_inflation
2010-06-01,China,617.0195757659114,179.00126228065776,-438.01831348525366,79.60208380465693,high_inflation
2010-06-02,China,616.1013487170464,179.29448121216763,-436.8068675048788,79.53958299292141,high_inflation
2010-06-03,China,616.3290780378957,179.25466359009783,-437.07441444779784,79.55837416279935,high_inflation
2010-06-04,China,615.368695668639,179.56089292180886,-435.80780274683013,79.49295885904479,high_inflation
2010-06-05,China,614.681241270328,179.7882171280911,-434.89302414223687,79.44694583984192,high_inflation
2010-06-06,China,614.9634804887905,179.73219719597085,-435.2312832928197,79.46956776847615,high_inflation
2010-06-07,China,614.7208591022384,179.82964146068943,-434.8912176415489,79.45505005629279,high_inflation
2010-06-08,China,614.0682612776653,180.0472909668478,-434.0209703108175,79.41155522445132,high_inflation
2010-06-09,China,613.8857086963637,180.12737817494298,-433.75833052142076,79.40130868713068,high_inflation
2010-06-10,China,613.6227079883502,180.23114062654957,-433.3915673618006,79.38538486148998,high_inflation
2010-06-11,China,613.7556956995509,180.21864365974332,-433.5370520398076,79.39743393592943,high_inflation
2010-06-12,China,612.8058851986151,180.52456937102693,-432.2813158275882,79.33304545696421,high_inflation
2010-06-13,China,612.7179983391433,180.57706713903028,-432.14093120011296,79.32950654781736,high_inflation
2010-06-14,China,611.8178642309048,180.86938492083306,-430.9484793100717,79.26872491517379,high_inflation
2010-06-15,China,610.9137225858724,181.16375427936038,-429.749968306512,79.20774768652328,high_inflation
2010-06-16,China,611.34697976191,181.06203350956798,-430.284946252342,79.24090132714781,high_inflation
2010-06-17,China,611.5299265418196,181.03452899948016,-430.49539754233945,79.25644555412998,high_inflation
2010-06-18,China,611.2813197498168,181.13483039958714,-430.1464893502297,79.24161501494041,high_inflation
2010-06-19,China,612.2769919105991,180.86690611427625,-431.41008579632285,79.31438980248754,high_inflation
2010-06-20,China,612.8107070740913,180.73599569910053,-432.0747113749908,79.35467027731919,high_inflation
2010-06-21,China,612.4165632405462,180.87894604288962,-431.5376171976566,79.3295509283436,high_inflation
2010-06-22,China,612.8440343165465,180.77939336643612,-432.0646409501104,79.36234276829828,high_inflation
2010-06-23,China,613.6405272268723,180.57132663699866,-433.0692005898737,79.42118538638711,high_inflation
2010-06-24,China,614.2682223026553,180.41336415796644,-433.8548581446889,79.46815864606218,high_inflation
2010-06-25,China,613.8865906970299,180.5520948588411,-433.3344958381888,79.4438685555871,high_inflation
2010-06-26,China,614.4310675047933,180.41865128207237,-434.01241622272096,79.48497187868657,high_inflation
2010-06-27,China,614.1408198364057,180.53048510477385,-433.6103347316319,79.46713049411797,high_inflation
2010-06-28,China,614.0342308298905,180.58839598291675,-433.44583484697375,79.46226268128072,high_inflation
2010-06-29,China,613.2913538392191,180.83374875603695,-432.4576050831822,79.41251025952562,high_inflation
2010-06-30,China,613.3684359236137,180.83762864549294,-432.53080727812073,79.42060645691066,high_inflation
2010-07-01,China,612.0089486223604,181.26599881574228,-430.7429498066182,79.32749474381028,high_inflation
2010-07-02,China,612.4497283345513,181.1621904861922,-431.2875378483591,79.36119188207437,high_inflation
2010-07-03,China,612.2121639764955,181.25914992004357,-430.95301405645193,79.34713138965391,high_inflation
2010-07-04,China,613.1879513405286,180.99732603936533,-432.1906253011632,79.4185277379894,high_inflation
2010-07-05,China,612.990082944647,181.0823810262047,-431.90770191844234,79.40724639708517,high_inflation
2010-07-06,China,613.1210163021746,181.07033701320864,-432.0506792889659,79.41913533153831,high_inflation
2010-07-07,China,612.8716321618659,181.17065562403397,-431.70097653783193,79.40422877859,high_inflation
2010-07-08,China,614.2340123660185,180.79539818800674,-433.4386141780118,79.50294105540253,high_inflation
2010-07-09,China,613.783183874346,180.9547968603787,-432.82838701396736,79.47379807347248,high_inflation
2010-07-10,China,614.5363323974117,180.75959887137023,-433.7767335260414,79.5295931268782,high_inflation
2010-07-11,China,614.3644656770905,180.83674723783017,-433.5277184392603,79.52012129149207,high_inflation
2010-07-12,China,614.4254915065499,180.8453666992013,-433.58012480734857,79.52708582057512,high_inflation
2010-07-13,China,615.1918902290652,180.646620816992,-434.54526941207314,79.58385110460573,high_inflation
2010-07-14,China,616.8930527666787,180.17494199723083,-436.7181107694479,79.70679947639096,high_inflation
2010-07-15,China,617.4858159860955,180.0284347808237,-437.4573812052719,79.75142507669193,high_inflation
2010-07-16,China,616.8605444992443,180.23740044189393,-436.6231440573504,79.70979449411382,high_inflation
2010-07-17,China,616.1713296490492,180.4655178247276,-435.7058118243216,79.66368474737769,high_inflation
2010-07-18,China,617.0477384076289,180.23567598317956,-436.8120624244493,79.72834143908085,high_inflation
2010-07-19,China,617.3800970205796,180.16511388733844,-437.21498313324116,79.7545210907918,high_inflation
2010-07-20,China,616.2675405175964,180.51688349109628,-435.75065702650016,79.67844240086927,high_inflation
2010-07-21,China,616.0774974891947,180.59909290251997,-435.47840458667474,79.66765903917147,high_inflation
2010-07-22,China,615.2043022797916,180.8819919803007,-434.3223102994909,79.60862942600923,high_inflation
2010-07-23,China,614.1027321300438,181.23306962985663,-432.8696625001872,79.53358017599005,high_inflation
2010-07-24,China,614.7079860759912,181.08121310922996,-433.6267729667613,79.57891991852212,high_inflation
2010-07-25,China,614.578712373431,181.14589925344245,-433.43281311998857,79.57246116268735,high_inflation
2010-07-26,China,614.6869809722269,181.14058654846883,-433.5463944237581,79.58275675206959,high_inflation
2010-07-27,China,614.0361852404486,181.3591947668213,-432.6769904736273,79.539538000727,high_inflation
2010-07-28,China,614.0909241483839,181.3696516961403,-432.7212724522436,79.54605758445243,high_inflation
2010-07-29,China,613.418229785537,181.5952014418068,-431.82302834373024,79.5013431227344,high_inflation
2010-07-30,China,612.6451710895775,181.85103436797064,-430.79413672160683,79.44962054575483,high_inflation
2010-07-31,China,613.3041205906142,181.68231135778404,-431.6218092328301,79.49864319483981,high_inflation
2010-08-01,China,612.3043816698842,182.00566047718692,-430.29872119269726,79.43100421470712,high_inflation
2010-08-02,China,612.5605618571343,181.9562417461313,-430.604320111003,79.45168036032656,high_inflation
2010-08-03,China,612.5573649544988,181.98389148091653,-430.5734734735822,79.45412564354154,high_inflation
2010-08-04,China,612.5636701921011,182.00871987856806,-430.554950313533,79.45723900706692,high_inflation
2010-08-05,China,611.7855931481396,182.26693829421342,-429.51865485392614,79.4052531442353,high_inflation
2010-08-06,China,612.6141108506508,182.04713791912846,-430.5669729315224,79.46612487697793,high_inflation
2010-08-07,China,613.560503336899,181.79300096729312,-431.76750236960595,79.53535043041921,high_inflation
2010-08-08,China,614.724707709285,181.47532464326036,-433.2493830660246,79.62000323525454,high_inflation
2010-08-09,China,615.1615723154467,181.37304525174955,-433.7885270636972,79.65346175671964,high_inflation
2010-08-10,China,615.0719900132183,181.42606454735963,-433.6459254658587,79.64980545605779,high_inflation
2010-08-11,China,615.3975957419511,181.35666319809133,-434.0409325438598,79.67542589400426,high_inflation
2010-08-12,China,616.4466482407703,181.0745825915189,-435.3720656492514,79.75212308322892,high_inflation
2010-08-13,China,616.0821045191384,181.20829154305284,-434.87381297608556,79.72903960621913,high_inflation
2010-08-14,China,616.9051509366997,180.9930628791503,-435.91208805754934,79.789821381585,high_inflation
2010-08-15,China,617.3764650115008,180.88140274256605,-436.4950622689348,79.8257867754067,high_inflation
2010-08-16,China,616.9246179616755,181.040417372042,-435.8842005896335,79.79650353337175,high_inflation
2010-08-17,China,617.2296582948637,180.9774679599419,-436.2521903349218,79.82071262548057,high_inflation
2010-08-18,China,618.2760079181671,180.6976669579258,-437.57834096024135,79.8973674876093,high_inflation
2010-08-19,China,618.8132948220149,180.567233500813,-438.24606132120186,79.93805283228279,high_inflation
2010-08-20,China,620.1552664441067,180.2029013584789,-439.9523650856278,80.03581678025857,high_inflation
2010-08-21,China,620.5477568569719,180.11531224008198,-440.43244461688994,80.06630690970539,high_inflation
2010-08-22,China,621.6515535252369,179.82184409616892,-441.829709429068,80.14733976214058,high_inflation
2010-08-23,China,620.8650563661972,180.07601558746194,-440.7890407787353,80.09410719536592,high_inflation
2010-08-24,China,619.6898313483412,180.4439540764066,-439.24587727193455,80.01337854247478,high_inflation
2010-08-25,China,619.5823329622103,180.50169686093486,-439.08063610127545,80.00840298231452,high_inflation
2010-08-26,China,619.6082267794488,180.52058972035277,-439.0876370590961,80.01288164998016,high_inflation
2010-08-27,China,620.3587554980439,180.32859635686478,-440.0301591411792,80.06873518549088,high_inflation
2010-08-28,China,621.2693649201242,180.09065331534114,-441.1787116047831,80.13600182354654,high_inflation
2010-08-29,China,621.9119012209588,179.93093372867693,-441.98096749228193,80.18428349496358,high_inflation
2010-08-30,China,620.7290162774193,180.30021231971807,-440.42880395770123,80.10292285971374,high_inflation
2010-08-31,China,620.8786525044244,180.28314936302053,-440.59550314140387,80.11618018674449,high_inflation
2010-09-01,China,620.0572421638365,180.54840380026764,-439.5088383635688,80.06056459641042,high_inflation
2010-09-02,China,619.9206308468594,180.61462602076196,-439.30600482609736,80.05352568676214,high_inflation
2010-09-03,China,619.7282771256392,180.69713078384248,-439.0311463417968,80.04254079094818,high_inflation
2010-09-04,China,618.6438339830066,181.0403742879998,-437.6034596950068,79.96842082710066,high_inflation
2010-09-05,China,618.816699585641,181.01628821112166,-437.80041137451934,79.98329877967626,high_inflation
2010-09-06,China,618.729092622146,181.0684114235479,-437.6606811985981,79.9797504045694,high_inflation
2010-09-07,China,620.1585423863241,180.67748676946218,-439.48105561686197,80.08360291557864,high_inflation
2010-09-08,China,620.4546703734609,180.61767635279813,-439.83699402066276,80.1072346726259,high_inflation
2010-09-09,China,620.7522595217333,180.55749972355355,-440.1947597981798,80.13097592452868,high_inflation
2010-09-10,China,620.2528711617505,180.72930782681604,-439.52356333493447,80.09821789885666,high_inflation
2010-09-11,China,620.4026292718572,180.71211181629516,-439.69051745556203,80.11147410881524,high_inflation
2010-09-12,China,620.7469043270274,180.63830336274953,-440.1086009642779,80.1385207689777,high_inflation
2010-09-13,China,619.6197301147721,180.99337632700485,-438.62635378776724,80.0613106441777,high_inflation
2010-09-14,China,618.5460523498767,181.33406076547965,-437.2119915843971,79.98801131153564,high_inflation
2010-09-15,China,618.0415121432806,181.5086313192283,-436.53288082405226,79.95501434625089,high_inflation
2010-09-16,China,616.4645871483269,181.99954045195403,-434.4650466963729,79.8464127600281,high_inflation
2010-09-17,China,615.7489498060784,182.23770462510396,-433.5112451809744,79.79866544311824,high_inflation
2010-09-18,China,616.0309944236211,182.1808983634587,-433.8500960601624,79.82118927870799,high_inflation
2010-09-19,China,616.459655660426,182.08083006373587,-434.37882559669015,79.8540485724162,high_inflation
2010-09-20,China,618.1631457030544,181.6056060235921,-436.5575396794623,79.97687517266466,high_inflation
2010-09-21,China,616.6493015825409,182.07804723994397,-434.57125434259694,79.8727348822485,high_inflation
2010-09-22,China,617.2566565106553,181.92547382116413,-435.33118268949113,79.91821303318194,high_inflation
2010-09-23,China,618.8353985490569,181.48787235347916,-437.34752619557776,80.0323270902536,high_inflation
2010-09-24,China,619.7043312130453,181.2598772519459,-438.4444539610994,80.09642084649913,high_inflation
2010-09-25,China,618.9845625384163,181.49716498538135,-437.48739755303495,80.04817275237977,high_inflation
2010-09-26,China,618.8603080225774,181.5601277863438,-437.30018023623364,80.04204358089213,high_inflation
2010-09-27,China,618.3707032511937,181.73042549629807,-436.6402777548957,80.01011287474918,high_inflation
2010-09-28,China,618.3867694670931,181.7522496426044,-436.63451982448873,80.01390191096976,high_inflation
2010-09-29,China,617.7899030072679,181.95441930992462,-435.83548369734325,79.97443223171925,high_inflation
2010-09-30,China,617.9052837084816,181.94701300109173,-435.95827070738994,79.98522967095734,high_inflation
2010-10-01,China,618.2239746744907,181.8797782024796,-436.3441964720111,80.01037528769703,high_inflation
2010-10-02,China,618.4513218913821,181.83946770135145,-436.61185419003067,80.02907895927336,high_inflation
2010-10-03,China,617.7698407696756,182.0666413307604,-435.70319943891525,79.98364821004361,high_inflation
2010-10-04,China,617.9605221196464,182.03703622480566,-435.9234858948407,79.99975583444521,high_inflation
2010-10-05,China,617.4205202501937,182.22284692610523,-435.19767332408844,79.9643367176299,high_inflation
2010-10-06,China,617.8053291265355,182.13593136764143,-435.6693977588941,79.9941260494177,high_inflation
2010-10-07,China,618.0483226648745,182.09089814635186,-435.95742451852266,80.01392208112264,high_inflation
2010-10-08,China,618.4656741631904,181.99457964340635,-436.47109451978406,80.04602538065969,high_inflation
2010-10-09,China,617.7206034354556,182.24068788091495,-435.47991555454064,79.99612913163706,high_inflation
2010-10-10,China,618.73400416128,181.9687544242387,-436.76524973704136,80.07027585855188,high_inflation
2010-10-11,China,619.9737732163875,181.6313695264633,-438.3424036899242,80.16051427428509,high_inflation
2010-10-12,China,620.1975205777934,181.59233515036172,-438.6051854274317,80.17898557281552,high_inflation
2010-10-13,China,619.9111132535327,181.70273963179633,-438.2083736217363,80.16138528853291,high_inflation
2010-10-14,China,619.6145865242032,181.81621724283562,-437.7983692813676,80.14308037670389,high_inflation
2010-10-15,China,619.6467056078179,181.83331402934908,-437.81339157846884,80.14800196371671,high_inflation
2010-10-16,China,619.09166511262,182.02288153731683,-437.0687835753032,80.11145466499369,high_inflation
2010-10-17,China,618.9475940408473,182.09180517044942,-436.8557888703979,80.10393992112968,high_inflation
2010-10-18,China,618.9706915089073,182.1115655558063,-436.859125953101,80.10822570647136,high_inflation
